category,subcategory,product_type,label,sub_label,price_with_discount,price_before_discount,real_price,quantity,img
Cereales y galletas,Galletas,Cereales,Cereales rellenos de chocolate y avellana Hacendado,Paquete 500 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/bfd940e46de1fdc0c05b91750161f379.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales estrellas de maíz Stars Hacendado con miel,Caja 400 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/3cc53c61c022b13a42b12f9dfa87f355.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales copos de maíz Corn Flakes Hacendado 0% azúcares añadidos,Caja 500 g,,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/413f941aa57b4903cc693d93171b87f7.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales de arroz inflado Choco Rice Hacendado con chocolate,Caja 500 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/ed615e3c06c3a79ecc8d8a98d7054c9e.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales copos de maíz Corn Flakes Kellogg's,Caja 500 g,"2,65","3,00",, /ud.,https://prod-mercadona.imgix.net/images/632057921f81444155e61948e289c4f3.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales de arroz inflado Choco Krispies Kellogg's con chocolate,Caja 420 g,,,"3,55", /ud.,https://prod-mercadona.imgix.net/images/32bd141850b82b8a8fe877aa0f530946.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales copos de trigo Chocodays Hacendado con chocolate,Caja 500 g,,,"1,90", /ud.,https://prod-mercadona.imgix.net/images/b993cc6e84c05e720f2a69794c345ca2.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales,Cereales rellenos de crema de cacao y avellana Hacendado sin gluten,Paquete 400 g,,,"2,25", /ud.,https://prod-mercadona.imgix.net/images/59e8c16311be455d779e8aa3fb9ad9bd.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Copos de avena sin gluten Hacendado,Paquete 500 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/d4337bb397a1e7f50b9a5f9e7bc175a9.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Copos de avena Brüggen,Caja 800 g,,,,,https://prod-mercadona.imgix.net/images/98910a7833008eddea7deffc843ffac7.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales copos de trigo integral y arroz Special K Classic,Caja 450 g,,,"3,25", /ud.,https://prod-mercadona.imgix.net/images/016e23abd637139a46c613bd73eccb5c.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Muesli Crunchy Hacendado con chocolate,Paquete 500 g,,,"2,25", /ud.,https://prod-mercadona.imgix.net/images/3d93c78bdee2295299fbdca9332e7439.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales copos de trigo integral y arroz Hacendado 0% azúcares añadidos,Caja 500 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/b911f6af2c54a9e27b676aef897ba8ff.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales copos de trigo espelta integral Hacendado 0% azúcares añadidos,Paquete 400 g,,,"1,70", /ud.,https://prod-mercadona.imgix.net/images/228d3a9046ad302f21ad6b4263fadb6e.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Muesli Crunchy Hacendado con frutos secos,Paquete 500 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/18d5b970222faedca31cbdfb5e3848f7.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Muesli Crunchy Hacendado 0% azúcares añadidos y 0% edulcorantes,Paquete 500 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/bf6aac53b48b2adea80a676dac5125a7.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales copos de trigo integral y arroz Hacendado bañados en chocolate con leche,Caja 375 g,,,"2,35", /ud.,https://prod-mercadona.imgix.net/images/5ef3d3435e4f02a3589a3745a9891faa.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales copos tostados de trigo integral y arroz Hacendado con chocolate,Caja 425 g,,,"2,15", /ud.,https://prod-mercadona.imgix.net/images/1bd07524e377881e474d3788346a17d9.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Muesli Crunchy Hacendado con fruta,Paquete 500 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/beb80ebf53bbc0cbafbd2343731775e2.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Avena molida Hacendado,Paquete 500 g,,,"1,13", /ud.,https://prod-mercadona.imgix.net/images/ac09f887690d869a4c7d0ac036a412c6.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Salvado de avena Hacendado,Paquete 500 g,,,"1,65", /ud.,https://prod-mercadona.imgix.net/images/bbb42fa3fd5ef29145d65b3f77c455b0.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales y semillas granola Hacendado con frutos secos,Paquete 400 g,,,"2,40", /ud.,https://prod-mercadona.imgix.net/images/cc3540c2e8011e8d7ecf9ef3ca5be200.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales con salvado de trigo Fibra Sticks Hacendado,Caja 500 g,,,"1,80", /ud.,https://prod-mercadona.imgix.net/images/b5518ded2106b798ac79f936a4512d73.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Muesli Hacendado con frutas,Paquete 1 kg,"2,25","2,30",, /ud.,https://prod-mercadona.imgix.net/images/70a636d2cd573150d0eb69c60b12d6cc.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Muesli Hacendado 50% frutas y frutos secos,Paquete 500 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/6d11cb2a9f9b506f5294245d449ce962.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Salvado de trigo integral Hacendado,Paquete 250 g,,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/938053999381d02f3e3c96d3cc94607c.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,"Muesli Hacendado con quinoa, chía y chocolate negro",Paquete 400 g,,,"2,25", /ud.,https://prod-mercadona.imgix.net/images/1e4439a34bd442baf972925ac34110b6.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales Cereal Mix Hacendado 0% azúcares añadidos,Paquete 375 g,,,"2,40", /ud.,https://prod-mercadona.imgix.net/images/db82637b4d7ecad929dfe2008794371f.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales avena Crunchy Hacendado,Caja 400 g,,,"1,90", /ud.,https://prod-mercadona.imgix.net/images/2efe810b6483e668c6638f403f9e41c8.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Cereales integrales y muesli,Cereales avena Crunchy Hacendado de cacao,Caja 400 g,,,"2,05", /ud.,https://prod-mercadona.imgix.net/images/53eec18afe9e8bd3b438e6c89f192fb3.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de cereales Hacendado chocolate con leche,Caja 6 barritas (120 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/8641427e2c919b791fd2e7d6092b8d0b.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de cereales Hacendado con chocolate blanco,Caja 6 barritas (127 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/97ade87938955ae216c608e8a32cdd3f.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de cereales muesli Hacendado con chocolate,Caja 6 barritas (138 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/ca5416dc92383d5299694b45a69213cd.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de cereales con frutos secos Hacendado,Caja 6 barritas (150 g),,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/80af530a96af9e75c42e180e6cea75c5.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas con proteínas Enervit Sport sabor coco y chocolate,Caja 3 barritas (120 g),,,"3,35", /ud.,https://prod-mercadona.imgix.net/images/1991058d642d7c44258039986faec5af.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barrita con proteínas Enervit Sport sabor chocolate negro,Caja 3 barritas (180 g),,,"5,15", /ud.,https://prod-mercadona.imgix.net/images/cc75c8f03909cdf07cd61354cc4275c4.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de espelta Hacendado sabor manzana,Caja 6 barritas (120 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/e39d580ebc69dddf7840e15491fed302.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de avena Hacendado con chocolate negro,Caja 6 paquetes (252 g),,,"2,35", /ud.,https://prod-mercadona.imgix.net/images/6baa4437c8e0643ac4014bf6b3c0230d.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de galleta rellenas de arándanos Hacendado,Caja 5 barritas (125 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/bc497eb0b952cf2bbd08e0e3d7f6e991.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,Barritas de cereales Hacendado sabor mango,Caja 6 barritas (120 g),,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/ad619b9e185f4acc9cc8cc6bbd846f84.jpg?fit=crop&h=300&w=300
Cereales y galletas,Galletas,Barritas de cereales,"Barritas de cereales Pop Corn con leche, cacahuetes y palomitas Hacendado",Caja 6 barritas (126 g),,,,,https://prod-mercadona.imgix.net/images/264b7f3893149db0520fc484fc2f9111.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas María dorada Hacendado,Paquete 4 ud. (800 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/55efb2a2e65c2bc310d6b72853663cc5.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas Divertidas con cereales Hacendado,Caja 10 paquetes (411 g),,,"2,05", /ud.,https://prod-mercadona.imgix.net/images/325a07489ba4ebb282513a0c10e8e8c3.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas tostadas Tosta Rica,Caja 3 paquetes (570 g),,,"3,00", /ud.,https://prod-mercadona.imgix.net/images/33a329834105db418727fc51a11b04ab.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas tostadas Animadas Hacendado,Paquete 3 ud. (600 g),,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/477deb5843bd7901f348b032e024c10f.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas tostadas Hacendado,Paquete 4 ud. (800 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/77ba5287d7a07ad9e21c39a6df0466b2.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas Relieve Hacendado,Paquete 3 ud. (645 g),"1,45","1,50",, /ud.,https://prod-mercadona.imgix.net/images/b01e6fe794c95678d2e5605dbb929e1c.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas María dorada Hacendado 0% azúcares añadidos,Caja 2 paquetes (400 g),,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/033619c8e8fcabf9fbbcf7f5d938cbe2.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas María sin gluten y sin lactosa Hacendado,Paquete 205 g,,,"1,55", /ud.,https://prod-mercadona.imgix.net/images/941fce60c3e7d336beb85ca2d5fcd0a0.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas tradicionales Hacendado,Caja 2 paquetes (600 g),,,"2,15", /ud.,https://prod-mercadona.imgix.net/images/7c70d7b0b6c3cf2795d0be29a6112004.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas María Hacendado,Paquete 4 ud. (800 g),,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/61ab7b6543fed42c4586a88289fc5ec9.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas desayuno,Galletas canela Hacendado,Caja 2 paquetes (500 g),,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/b9f1d1bbf52dcae359dcad5c8677f1db.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas Digestive Hacendado,Paquete 2 ud. (800 g),,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/e5a4722396e968e9f87104e663a56c13.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas Digestive avena Hacendado,Paquete 425 g,,,"1,10", /ud.,https://prod-mercadona.imgix.net/images/2c600264c524fe6816b355533474d814.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas Digestive 0% azúcares añadidos Hacendado,Paquete 400 g,,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/9994e33b2989f96a0f8e18ccd0b7264d.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas de espelta Hacendado 0% azúcares añadidos,Paquete 200 g,,,"1,25", /ud.,https://prod-mercadona.imgix.net/images/d55681b885dca8fb92626ff62540591b.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas María Integral Hacendado,Paquete 4 ud. (800 g),"1,45","1,50",, /ud.,https://prod-mercadona.imgix.net/images/7a10f865153c5691732b55b31fb7c023.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas Digestive avena Hacendado,Caja 8 paquetes (384 g),,,"1,85", /ud.,https://prod-mercadona.imgix.net/images/585861b91f0e93ef115625a37bebba00.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas integrales y digestive,Galletas Digestive fibra 20% y cereales Hacendado,Paquete 285 g,,,"1,20", /ud.,https://prod-mercadona.imgix.net/images/ed394417c8982592f6998ce7a02de6ad.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Cookies Hacendado,Paquete 225 g,,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/8ce98b32ae942aa485f68c03e674f858.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas rebuenas Hacendado rellenas de chocolate,Paquete 500 g,,,"1,25", /ud.,https://prod-mercadona.imgix.net/images/77aa3673bc39603fc56d5bfc3abf197a.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas mini Oreo,Caja 4 paquetes (160 g),"1,95","2,00",, /ud.,https://prod-mercadona.imgix.net/images/13cae0faa7139c33e4fb7899155330ba.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Chocominis sabor chocolate Hacendado,Caja 500 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/c63eeb6d25933d2ac46ed42ef876c023.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Digestive chocolate con leche Hacendado,Paquete 300 g,,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/b50740365ef904b26ea3032c1e89b16a.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Roditas bañadas con chocolate blanco Hacendado,Caja 4 paquetes (300 g),,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/bf66850ad09b5446b92c013c7426270d.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas mini caritas Hacendado con crema de cacao,Caja 8 paquetes (329 g),,,"1,35", /ud.,https://prod-mercadona.imgix.net/images/0a600d4d3c2f924da76e5d332c73c42d.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Caocream Hacendado rellenas de crema,Caja 10 paquetes (440 g),,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/d8c478e210fff82c9c78fa097d01ccea.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Choco negro con chocolatina Hacendado,Caja 4 paquetes (150 g),,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/d25d7f175088776a80ff69d2c4569b32.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Barritas de galleta bañadas en chocolate con leche Chips Ahoy,Caja 5 barritas (140 g),"1,00","1,25",, /ud.,https://prod-mercadona.imgix.net/images/fc1f3da1290f5b6e78f240714ebe9094.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas mini cookies Hacendado,Caja 4 paquetes (160 g),,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/ac845401a8a5bbb5e262aa91b0058546.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas con chocolate y crema de leche Hacendado,Caja 8 paquetes (268 g),,,"2,30", /ud.,https://prod-mercadona.imgix.net/images/507271ff3760f7aafa67951e0fc6b219.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Caocream chocolate blanco Hacendado rellenas de crema,Caja 6 paquetes (252 g),,,"1,90", /ud.,https://prod-mercadona.imgix.net/images/6a6439a7225197317ed31e180fee6bd2.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas rellenas de chocolate Hacendado 0% azúcares añadidos,Paquete 250 g,,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/cd9fccc304c39bfe038f69a1890ef243.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Barquillos rellenos sabor nata Hacendado,Paquete 210 g,,,"1,00", /ud.,https://prod-mercadona.imgix.net/images/657237a00e02650cc2f8cbbf9d04ae47.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Barquillos rellenos de chocolate Hacendado,Paquete 210 g,,,"1,00", /ud.,https://prod-mercadona.imgix.net/images/681860b6d3ff707e143014342a3cd3d0.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas con chocolate blanco Hacendado,"Caja 6 paquetes (235,8 g)",,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/008c47b44246d76f77d82b8c385a67db.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Digestive avena chocolate con leche Hacendado,Paquete 280 g,,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/bc86d55631b050ed5fddbd75adb3ef66.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Barquillos rellenos de nata Hacendado 0% azúcares añadidos,Paquete 210 g,,,"1,10", /ud.,https://prod-mercadona.imgix.net/images/52b9d6d6eb268af80e7597356a50ad4a.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas cookies sin gluten y sin lactosa Hacendado,Paquete 200 g,,,"1,95", /ud.,https://prod-mercadona.imgix.net/images/5aa1b9df52517498adddb0ed8d4bebb0.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Choco leche con chocolatina Hacendado,Caja 4 paquetes (150 g),,,"1,40", /ud.,https://prod-mercadona.imgix.net/images/8391b82efd2c1caf4348ee2a05c8fd01.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas María choco Hacendado,Paquete 265 g,,,"1,10", /ud.,https://prod-mercadona.imgix.net/images/e9cb96fbe07dd431f5868c91b8cdd03e.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Tartaletes con relleno de fresa Hacendado,Paquete 150 g,,,"1,05", /ud.,https://prod-mercadona.imgix.net/images/ac82b496a41f9ae75007d5cb2d1153db.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Barquillos con crema de avellanas Hacendado,Paquete 250 g,,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/c51ba88a8aa175eeea842266506ef7bc.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Diverkao Hacendado,Caja 8 paquetes (312 g),,,"1,65", /ud.,https://prod-mercadona.imgix.net/images/35a2b0bc3695160a1fc37ac49accc8d8.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Tubitos bañados chocolate negro Hacendado,Bote 150 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/c330804d164bb954690289b0d4491504.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Rosquillas de chocolate con leche y coco Hacendado,Caja 300 g,,,"1,65", /ud.,https://prod-mercadona.imgix.net/images/b5cc245fcd571b06777d72c09c1493f8.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Crunchy Choc Hacendado,Caja 520 g,,,"2,65", /ud.,https://prod-mercadona.imgix.net/images/0dd92b25fb99d62861303ffe87bce9c2.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Divertidas chocolate con leche Hacendado,Caja 6 paquetes (251 g),,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/51d47accde858f947c0e6c9cb093a70a.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Choco con relleno de crema de cacao Hacendado recubiertas de chocolate con leche,Paquete 8 ud. (145 g),,,"1,70", /ud.,https://prod-mercadona.imgix.net/images/9cc2b86fdfda6624b109f7f059d478a6.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Con chocolate y rellenas,Galletas Cream Cookies Hacendado,Paquete 160 g,,,"1,45", /ud.,https://prod-mercadona.imgix.net/images/5d7dbc34be2276be60e7e45ce0574bf9.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Galletas caramelizadas Lotus Biscoff,Paquete 12 ud. (186 g),,,"1,50", /ud.,https://prod-mercadona.imgix.net/images/5563e0f563ab97a575c2842aec27303a.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Galletas con mantequilla Hacendado,Caja 125 g,,,"1,05", /ud.,https://prod-mercadona.imgix.net/images/d73a5482e8be1077f9c1b1b6ab6b87c1.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Surtido de galletas y barquillos Hacendado,Paquete 500 g,,,"2,20", /ud.,https://prod-mercadona.imgix.net/images/35255774d8971d460f7b63f9f56ce55b.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Galletas de mantequilla y chocolate Hacendado,Caja 340 g,,,"2,85", /ud.,https://prod-mercadona.imgix.net/images/f60d3392e4879594de5de198923a8948.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Galletas de mantequilla Hacendado Belgas,Caja 6 paquetes (180 g),,,"1,60", /ud.,https://prod-mercadona.imgix.net/images/54465354f40024cfb25d5af62dbe7132.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Surtido de pastas artesanas Hacendado,Caja 1 bandeja (500 g),,,"2,35", /ud.,https://prod-mercadona.imgix.net/images/625b0046993f1d66db47c28c8e3e03e9.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Obleas redondas Hacendado,Paquete 24 ud. (255 g),,,"2,45", /ud.,https://prod-mercadona.imgix.net/images/6f543261b3fdd213762276efb438481f.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Obleas para helado Hacendado,Paquete 24 ud. (52 g),,,"0,70", /ud.,https://prod-mercadona.imgix.net/images/7b42c3270718d22d03263dc39d1ce6b6.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Tubitos Hacendado,Bote 175 g,,,"2,00", /ud.,https://prod-mercadona.imgix.net/images/0a40fca8d9499141b75019b14bee12a3.jpg?fit=crop&h=300&w=300
Cereales y galletas,Tortitas,Galletas surtidas,Pastas de aceite Hacendado,Caja 6 ud. (250 g),,,"1,20", /ud.,https://prod-mercadona.imgix.net/images/387b56ecbbcd28b1c171be0ada5d0ff4.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Pechuga de pavo bajo en sal Hacendado finas lonchas,2 paquetes x 200 g,,,"3,30", /pack,https://prod-mercadona.imgix.net/images/9919af8cd8fd08dd024888ec8b8574aa.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Pechuga de pavo bajo en sal Hacendado finas lonchas,Paquete 225 g,,,"2,10", /ud.,https://prod-mercadona.imgix.net/images/673c030f69d03806ccb801153e40ca33.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Pechuga de pavo Hacendado finas lonchas,2 paquetes x 200 g,,,"3,30", /pack,https://prod-mercadona.imgix.net/images/77f5bc21c88d902e274002c871af3c3b.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Pechuga de pavo finas lonchas Hacendado,Paquete 200 g,,,"1,90", /ud.,https://prod-mercadona.imgix.net/images/d5ab6dd8ca995142c03ec8c3c7452a17.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Salchichón de pavo extra Hacendado lonchas,"4 paquetes x 37,5 g",,,"2,38", /pack,https://prod-mercadona.imgix.net/images/b98c684f52d2fef684676edd1ae0fd55.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Lomo de pavo Hacendado lonchas,4 paquetes x 25 g,,,"2,49", /pack,https://prod-mercadona.imgix.net/images/02368d36689f7160b5a66e1654f07bab.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Longaniza de pavo extra Hacendado lonchas,"4 paquetes x 31,25 g",,,"2,38", /pack,https://prod-mercadona.imgix.net/images/a243dc6f175fac3d13d2ec8349271bb2.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Tiras de pechuga pollo al horno Hacendado,Paquete 140 g,,,"1,95", /ud.,https://prod-mercadona.imgix.net/images/a9f5563754801fca6c29f82e6446d07c.jpg?fit=crop&h=300&w=300
Charcutería y quesos,Bacón y salchichas,Pavo y otros,Jamón de pavo Hacendado finas lonchas,Paquete 225 g,,,"1,66", /ud.,https://prod-mercadona.imgix.net/images/518cc24a0d01cfd0770b7a5a169d4cb0.jpg?fit=crop&h=300&w=300
